Serial Number,List Year,Date Recorded,Town,Address,Assessed Value,Sale Amount,Sales Ratio,Property Type,Residential Type,Years until sold
200593,2020,9/28/2021,Guilford,312 EAST RIVER RD,279900,779000,0.359306804,Residential,Single Family,1
200650,2020,2/19/2021,Greenwich,8 MARY LANE,463680,728000,0.6369,Residential,Single Family,1
20000048,2020,11/4/2020,Brookfield,101 OBTUSE RD SOUTH,378680,537000,0.705176909,Residential,Single Family,0
200057,2020,12/16/2020,Canton,79 GRACEY ROAD,363740,549900,0.6614,Residential,Single Family,0
20060,2020,10/29/2020,Darien,5 CLOCKS LANE,2372440,2950000,0.8042,Residential,Single Family,0
200190,2020,4/20/2021,Cromwell,34 CLUBHOUSE DRIVE,118860,135000,0.8804,Residential,Condo,1
200098,2020,9/8/2021,Bethlehem,80 WEEKEEPEEMEE RD,151700,300000,0.5056,Residential,Single Family,1
200298,2020,8/2/2021,Coventry,2461 MAIN ST,88300,145000,0.6089,Residential,Single Family,1
200568,2020,6/16/2021,Branford,226 NO MAIN ST,235500,520000,0.4528,Industrial,Nan,1
200594,2020,2/16/2021,Danbury,8 HICKORY ST,121600,146216,0.831646331,Residential,Single Family,1
200487,2020,8/2/2021,Guilford,65 BONNIE BRIAR LN,188160,277000,0.6792,Residential,Single Family,1
20496,2020,3/5/2021,Hartford,100 WELLS ST #R810 & 100 WELLS,25515,95000,0.2685,Residential,Condo,1
20319,2020,5/11/2021,Darien,6 ROCK SPRING LANE,816690,1655000,0.4934,Residential,Single Family,1
201341,2020,7/6/2021,Greenwich,17 SAINT CLAIRE AVENUE,1050420,2200000,0.4774,Residential,Single Family,1
200413,2020,3/24/2021,Enfield,7 FOXCROFT RD,113200,210000,0.539,Residential,Single Family,1
200056,2020,10/26/2020,East Haven,55 THOMPSON ST #10B,76440,147500,0.518237288,Residential,Condo,0
200239,2020,11/17/2020,Greenwich,11 PARTRIDGE HOLLOW ROAD,3018960,5250000,0.575,Residential,Single Family,0
200386,2020,12/18/2020,Greenwich,328 LAKE AVENUE,1908690,2850000,0.6697,Residential,Single Family,0
200130,2020,11/30/2020,Farmington,11 WHITEHALL PLACE,491890,765000,0.6429,Residential,Single Family,0
20180,2020,1/21/2021,Bethel,18 CHIPMUNK TERRANCE  16C,116760,218500,0.5343,Residential,Condo,1
200780,2020,8/20/2021,Glastonbury,580 GRISWOLD ST,146500,276000,0.5307,Residential,Single Family,1
200218,2020,11/12/2020,Danbury,85 TOWN HILL AVE,177300,146000,1.2143,Residential,Two Family,0
200508,2020,9/15/2021,Avon,6 IRON FORGE,198120,343500,0.5767,Residential,Condo,1
200476,2020,6/24/2021,Farmington,1658-6 FARMINGTON AV,64900,120000,0.5408,Residential,Condo,1
20141,2020,11/16/2020,Hartford,16 TOWNLEY #00E2,11830,50000,0.2366,Residential,Condo,0
200007,2020,10/7/2020,Bethany,123 LITCHFIELD TPKE,312630,497000,0.629034205,Residential,Single Family,0
200033,2020,12/23/2020,Goshen,314 SHARON TURNPIKE,193060,285000,0.6774,Residential,Single Family,0
200697,2020,7/21/2021,Glastonbury,81 CHURCH HILL RD,391200,776250,0.5039,Residential,Single Family,1
200385,2020,3/30/2021,Glastonbury,48 BRITTANY RD,178500,367000,0.4863,Residential,Single Family,1
20622,2020,6/15/2021,East Hartford,220 JERRY RD,100590,230000,0.4373,Residential,Single Family,1
200752,2020,9/8/2021,Branford,116 FOXBRIDGE VILLAGE,122400,232500,0.526451613,Residential,Condo,1
2000514,2020,9/13/2021,Cheshire,125 CEDAR LANE,200430,362000,0.553674033,Residential,Single Family,1
20973,2020,7/7/2021,Hartford,95 VINE ST,825510,1550000,0.5325,Apartments,Nan,1
200573,2020,9/16/2021,Guilford,199 FITCH HILL RD,224710,419000,0.5363,Residential,Single Family,1
200576,2020,6/2/2021,Enfield,61 SIMON RD,111460,189000,0.5897,Residential,Single Family,1
200941,2020,9/29/2021,Enfield,313 ASHMEAD COMMONS,77430,160000,0.4839,Residential,Condo,1
200288,2020,1/15/2021,Enfield,14 ASNUNTUCK ST,98720,98000,1.0073,Residential,Two Family,1
200475,2020,9/23/2021,Killingly,380 VALLEY RD,106400,250000,0.4256,Residential,Single Family,1
200826,2020,5/24/2021,Bristol,75 EMILY LN,109900,240000,0.4579,Residential,Single Family,1
200262,2020,7/2/2021,Colchester,327 NEW LONDON RD,89900,250000,0.3596,Commercial,Nan,1
201539,2020,8/4/2021,Greenwich,111 CLAPBOARD RIDGE ROAD,2061780,3600000,0.5727,Residential,Single Family,1
200691,2020,8/17/2021,Groton,3 SPYGLASS CIR,125370,275000,0.455890909,Residential,Condo,1
2020126,2020,1/4/2021,Berlin,10 MAIN STREET UNIT 216,135700,231500,0.5861,Residential,Condo,1
200008,2020,10/1/2020,Bridgeport,123 FOLINO DR,164920,290000,0.5686,Residential,Single Family,0
200035,2020,10/16/2020,Glastonbury,45 CIDER MILL RD,236300,358000,0.66,Residential,Single Family,0
200871,2020,4/27/2021,Danbury,2 CREST AV,160200,370000,0.432972973,Residential,Single Family,1
20181,2002,4/17/2003,Oxford,OLD GOOD HL RD,57200,500,114.4,Nan,Nan,1
200020,2020,10/16/2020,Litchfield,35 BUELL RD SO,315910,600000,0.5265,Residential,Single Family,0
200166,2020,11/3/2020,Danbury,34A PADANARAM RD 119,65600,119000,0.5512,Residential,Condo,0
200051,2020,3/12/2021,East Granby,1 & 5 KIRKSTONE,142800,170000,0.84,Vacant Land,Nan,1
200072,2020,10/27/2020,Groton,77 DEERFIELD RIDGE DR,177870,335000,0.530955224,Residential,Single Family,0
20029,2020,2/17/2021,Eastford,272 OLD COLONY RD,147760,265000,0.5575,Residential,Single Family,1
200391,2020,6/17/2021,Guilford,568 NO MADISON RD,134100,326000,0.411349693,Residential,Single Family,1
200469,2020,5/13/2021,East Haven,15 ELM CT,108350,247000,0.4386,Residential,Single Family,1
200144,2020,12/24/2020,East Lyme,26 LATIMER DR,151900,309900,0.4901,Residential,Single Family,0
200627,2020,3/19/2021,Manchester,12 CROSBY ROAD,101300,210000,0.4823,Residential,Single Family,1
200035,2020,10/19/2020,East Haven,38 BISHOP ST,155420,210000,0.74,Residential,Single Family,0
200189,2020,12/14/2020,Branford,195 PINE ORCHARD RD,237600,570000,0.4168,Residential,Single Family,0
200439,2020,6/8/2021,Farmington,4-C STAUNTON COURT,104020,160000,0.6501,Residential,Condo,1
2000385,2020,9/13/2021,Bloomfield,5 JONATHAN PLACE,139720,251500,0.5555,Residential,Single Family,1
20795,2020,8/4/2021,East Hartford,31 MARGERY DR,107390,260000,0.413,Residential,Single Family,1
200000352,2020,7/29/2021,Brookfield,26 ACORN LN,95040,250000,0.38016,Residential,Condo,1
20091,2020,5/17/2021,Lebanon,344 LAKESIDE DR,172700,130000,1.3284,Residential,Single Family,1
200000372,2020,8/16/2021,Brookfield,64 OLD BRIDGE RD,410680,640000,0.6416,Residential,Single Family,1
2000192,2020,4/13/2021,Bloomfield,168 THISTLE POND DRIVE,198730,350000,0.5678,Residential,Condo,1
200036,2020,7/15/2021,Chaplin,9 MT LAUREL LA,112900,270000,0.4181,Residential,Single Family,1
200660,2020,7/1/2021,Enfield,59 MIDDLE RD,9140,900000,0.010155556,Vacant Land,Nan,1
20057,2020,3/29/2021,Ashford,"SECKAR RD, M/B/L 23/D/4",66300,70000,0.9471,Vacant Land,Nan,1
200127,2020,2/4/2021,Cromwell,44 CEDAR LAND COURT,81060,143000,0.566853147,Residential,Condo,1
200016,2020,11/2/2020,Bethany,62 HUMISTON DR,281290,560000,0.5023,Residential,Single Family,0
200031,2020,12/16/2020,Bethlehem,15 TULIP TREE LANE,207000,335000,0.6179,Residential,Condo,0
2000311,2020,5/11/2021,Cheshire,152 TALMADGE RD,157100,340000,0.462,Residential,Single Family,1
200061,2020,4/13/2021,Bethlehem,112 WEEKEEPEEMEE RD,170600,324000,0.5265,Residential,Single Family,1
200011,2020,10/16/2020,Killingworth,614 ROUTE 148,209010,200000,1.045,Residential,Single Family,0
200012,2020,10/26/2020,Bethlehem,70 MAIN STREET NORTH,131600,261000,0.5042,Residential,Single Family,0
200095,2020,11/24/2020,Guilford,386 BOSTON ST,183070,220000,0.832136364,Residential,Single Family,0
201285,2020,9/8/2021,Bristol,1325 FARMINGTON AVE UN 6,122990,211000,0.5828,Residential,Condo,1
200110,2020,1/26/2021,East Haddam,202 FOX HOPYARD RD,70220,150000,0.4681,Vacant Land,Nan,1
20537,2020,3/17/2021,Hartford,31 BENTON ST,23380,65000,0.359692308,Commercial,Nan,1
200167,2020,3/31/2021,Cromwell,44R FIELD ROAD,69790,150000,0.4652,Vacant Land,Nan,1
200496,2020,5/5/2021,Enfield,15 ELAN ST,106810,180000,0.5933,Residential,Single Family,1
200476,2020,1/21/2021,Manchester,1121 & 1135 MIDDLE TURNPIKE EA,92500,62000,1.4919,Vacant Land,Nan,1
20236,2020,12/22/2020,East Hartford,31 HIGH ST #10202,78270,135900,0.5759,Residential,Condo,0
20000052,2020,12/1/2020,Granby,29 GRANBY FARMS RD,211120,371000,0.569,Residential,Single Family,0
200842,2020,6/2/2021,Manchester,588A EAST CENTER STREET,88500,125000,0.708,Residential,Condo,1
201163,2020,7/6/2021,Danbury,7 FLINTLOCK DR,275500,540000,0.5101,Residential,Single Family,1
201032,2020,7/27/2021,Hartford,163 ASHLEY ST,94117,299000,0.3147,Residential,Three Family,1
200930,2020,5/12/2021,Danbury,100 WINDING RIDGE WA,18200,576002,0.0315,Residential,Condo,1
200227,2020,3/12/2021,Madison,18 LEE WAY,244600,405000,0.6039,Residential,Single Family,1
201252,2020,6/25/2021,Greenwich,87 VIEW STREET WEST,513100,850000,0.6036,Residential,Single Family,1
20058,2020,6/1/2021,Barkhamsted,46 RATLUM MTN RD,203530,415000,0.490433735,Residential,Single Family,1
200008,2020,10/5/2020,Killingly,191 MAPLE ST,99400,273500,0.3634,Residential,Single Family,0
200667,2020,8/23/2021,East Haven,44 SYLVAN HILLS RD,155080,250000,0.62032,Residential,Single Family,1
200047,2020,10/23/2020,Avon,21 CLIFF DRIVE,155390,249000,0.624,Residential,Single Family,0
200391,2020,6/24/2021,Madison,WILDWOOD AVE MAP 54-LOT 21,13200,250000,0.0528,Vacant Land,Nan,1
20264,2020,4/7/2021,Bethel,127 OLD HAWLEYVILLE ROAD,230160,400000,0.5754,Residential,Single Family,1
20097,2020,8/20/2021,Ashford,80 BICKNELL RD,1270400,2975024,0.427,Apartments,Nan,1
200186,2020,1/13/2021,Guilford,312 OLD WHITFIELD ST,188520,161500,1.1673,Residential,Single Family,1
200372,2020,4/5/2021,East Haven,75 REDWOOD DR #704,89580,165000,0.5429,Residential,Condo,1
200090,2020,12/21/2020,Cromwell,27 WOODLAND DR,60270,117000,0.515128205,Residential,Condo,0
2000157,2020,3/1/2021,Bloomfield,12 ANTHONY'S WAY,349370,600000,0.5822,Residential,Single Family,1
201190,2020,8/17/2021,Bristol,295 REDSTONE HILL RD UN 29,40110,90500,0.4432,Residential,Condo,1
200164,2020,5/27/2021,Canton,558 CHERRY BROOK ROAD,125390,128000,0.9796,Residential,Single Family,1
200434,2020,8/26/2021,Killingly,17 UPLAND DR,142590,321000,0.4442,Residential,Single Family,1
200618,2020,7/13/2021,Branford,33C ROCKLEDGE,89900,135000,0.6659,Residential,Condo,1
200215,2020,7/29/2021,Canton,91 ANDREW DRIVE,321350,570000,0.5637,Residential,Single Family,1
201332,2020,9/20/2021,Bristol,14 INWOOD LN,158760,345000,0.4601,Residential,Single Family,1
201259,2020,7/12/2021,Griswold,21 BOW LANE,134960,305000,0.4424,Residential,Single Family,1
200010,2020,10/5/2020,Litchfield,577 MAPLE ST,207690,345000,0.602,Residential,Single Family,0
200429,2020,5/3/2021,Groton,38 WARD AVE,246470,558000,0.4417,Residential,Single Family,1
20267,2020,4/19/2021,Darien,8 SOUTH TRAIL,2299640,3622500,0.6348,Residential,Single Family,1
20041,2020,6/2/2021,Eastford,52 LAKESIDE DR,132040,265000,0.4982,Residential,Single Family,1
2000478,2020,8/20/2021,Cheshire,249 REDWOOD LANE,202590,425000,0.4766,Residential,Single Family,1
2020274,2020,7/9/2021,Ansonia,48 ROCKWOOD AVE,161500,372000,0.4341,Residential,Single Family,1
200320,2020,2/18/2021,Glastonbury,31 CONCORD ST,209500,330000,0.6348,Commercial,Nan,1
200235,2020,1/8/2021,Groton,27 RIVERVIEW AVE (CITY),104510,145000,0.720758621,Residential,Single Family,1
200134,2020,1/25/2021,Killingly,30 WATERMAN ST,126840,223000,0.5687,Residential,Single Family,1
2000142,2020,2/9/2021,Bloomfield,5 TIFFANY LANE,129290,239000,0.5409,Residential,Single Family,1
200035,2020,10/19/2020,East Lyme,32 WHITECAP RD,311570,725000,0.4297,Residential,Single Family,0
2000246,2020,3/29/2021,Cheshire,227 WIESE RD,272250,480000,0.5671,Residential,Single Family,1
200038,2020,4/29/2021,Canaan,194 RT 7 S,80900,345000,0.234492754,Vacant Land,Nan,1
200411,2020,4/22/2021,East Haven,108 FOREST ST EXT,120870,315000,0.383714286,Residential,Single Family,1
201228,2020,6/9/2021,Griswold,70 OSGA LANE,47740,80000,0.5967,Vacant Land,Nan,1
200197,2020,9/10/2021,Hebron,55 KNOLLWOOD DR,259800,531800,0.4885,Residential,Single Family,1
200539,2020,8/30/2021,Guilford,35 GRAVES AVE,212490,600000,0.3541,Residential,Single Family,1
201287,2020,6/30/2021,Greenwich,190 STANWICH ROAD,1638350,2795000,0.5861,Residential,Single Family,1
200500,2020,8/31/2021,Madison,81 ISLAND AVE,1070000,2200000,0.4863,Residential,Single Family,1
200468,2020,1/7/2021,Greenwich,55 LOCUST STREET UNB,394870,660000,0.5982,Residential,Condo,1
20086,2020,11/2/2020,East Hartford,16 ALEXANDER DR,119100,225000,0.5293,Residential,Single Family,0
201393,2020,7/13/2021,Greenwich,55 CUTLER ROAD,1138970,2147750,0.5303,Residential,Single Family,1
20059,2020,12/16/2020,Franklin,79 ROUTE 32,199610,40000,4.9902,Residential,Single Family,0
200181,2020,1/29/2021,Madison,7 LAWSON DR,442900,738500,0.5997,Residential,Single Family,1
20106,2020,3/1/2021,Burlington,3 WEST LEDGE,160740,681994,0.2356,Residential,Single Family,1
200299,2020,4/29/2021,Madison,46 NECK RD,301800,400000,0.7545,Residential,Single Family,1
200026,2020,10/16/2020,Avon,1 POND CIRCLE,140590,215210,0.6532,Residential,Condo,0
2000356,2020,6/2/2021,Cheshire,477 SHARON DR,162380,355000,0.4574,Residential,Single Family,1
200356,2020,5/24/2021,Guilford,54 MOUNTAIN TR,144080,345000,0.4176,Residential,Single Family,1
200494,2020,8/30/2021,Madison,589 HORSEPOND RD,174500,380000,0.4592,Residential,Single Family,1
20505,2020,7/26/2021,Darien,40 BIRCH RD,1374380,2425000,0.5667,Residential,Single Family,1
200108,2020,10/20/2020,Greenwich,241 HAMILTON AVENUE,453040,925000,0.4897,Residential,Three Family,0
200162,2020,11/3/2020,Danbury,26 CLEARVIEW & LONGVIEW,177500,350000,0.507142857,Residential,Single Family,0
20014,2020,1/4/2021,Andover,115 CONE RD,160900,304695,0.528,Residential,Single Family,1
200862,2020,9/21/2021,Glastonbury,17 STONY BROOK DR 3C5,58700,130000,0.4515,Residential,Condo,1
201322,2020,9/30/2021,Manchester,50 SAULTERS ROAD,93900,165000,0.569,Residential,Single Family,1
20938,2020,9/23/2021,East Hartford,39 LAFAYETTE AVE,71230,185000,0.385027027,Residential,Single Family,1
200018,2020,12/22/2020,Bridgewater,350 NORTHRUP STREET,663300,875000,0.758,Residential,Single Family,0
20262,2020,12/22/2020,Hartford,52 SOUTH WHITNEY ST,46620,220000,0.2119,Residential,Two Family,0
200545,2020,9/3/2021,Guilford,52 SPRUCE HILL DR,326870,615000,0.5314,Residential,Single Family,1
200343,2020,12/9/2020,Danbury,20 E PEMBROKE RD 23,113600,200000,0.568,Residential,Condo,0
200535,2020,6/15/2021,Groton,301 BUDDINGTON RD LOT 37,32830,5000,6.566,Residential,Single Family,1
2000504,2020,9/1/2021,Cheshire,141 VICTORIA DR,382400,650000,0.588307692,Residential,Condo,1
200111,2020,11/9/2020,Enfield,197 BRAINARD RD,111550,206000,0.5415,Residential,Single Family,0
200095,2020,3/2/2021,Mansfield,42 SAWMILL BROOK RD,279000,435000,0.6413,Residential,Single Family,1
200380,2020,4/8/2021,Groton,1 CENTER ST,196350,488000,0.402356557,Residential,Single Family,1
200105,2020,1/19/2021,Colchester,8 WINTERBERRY DR,240100,375000,0.6402,Residential,Single Family,1
200190,2020,5/5/2021,Colchester,41 LAKEVIEW DR,145200,380000,0.382105263,Residential,Single Family,1
200139,2020,12/22/2020,East Lyme,22 LATIMER DR,174510,336100,0.5192,Residential,Single Family,0
200732,2020,3/22/2021,Danbury,19 GRANDVIEW DR,72500,35000,2.0714,Vacant Land,Nan,1
20546,2020,8/5/2021,Darien,289 WEST AVE,447790,639000,0.7007,Residential,Single Family,1
200070,2020,4/13/2021,Beacon Falls,95 DORCHESTER COURT,70590,152000,0.4644,Residential,Condo,1
200387,2020,12/22/2020,Danbury,67 JEFFERSON AV,129400,275500,0.4696,Residential,Single Family,0
200428,2020,4/16/2021,Glastonbury,85 SPRING ST,137900,249900,0.5518,Residential,Single Family,1
201494,2020,9/9/2021,Danbury,6 GRANVILLE AV,455700,535000,0.8517,Residential,Four Family,1
2000037,2020,10/22/2020,Cheshire,155 S MERIDEN RD,277350,500000,0.5547,Residential,Single Family,0
200085,2020,2/3/2021,Canton,18 SPOONWOOD DRIVE,154640,245630,0.6295,Residential,Condo,1
200449,2020,4/26/2021,Glastonbury,1492 MAIN ST,347000,775000,0.4477,Residential,Single Family,1
200502,2020,1/19/2021,Danbury,32 WOOSTER HEIGHTS,160900,290000,0.5548,Residential,Single Family,1
200499,2020,2/1/2021,Manchester,326 REDWOOD ROAD,150900,257000,0.5871,Residential,Single Family,1
20087,2020,11/20/2020,Bethel,20 COPPER SQUARE,289660,448000,0.6465,Residential,Condo,0
20808,2020,8/9/2021,East Hartford,22 DELMONT RD,135200,220000,0.6145,Residential,Single Family,1
200637,2020,3/31/2021,Bristol,17 KENNEY ST,113960,190000,0.5997,Residential,Single Family,1
200458,2020,5/17/2021,Groton,82 CROWN KNOLL CT S156,49350,118400,0.4168,Residential,Condo,1
200000428,2020,9/24/2021,Brookfield,17 HOMESTEAD LN,85720,170000,0.5042,Residential,Condo,1
20359,2020,2/18/2021,East Hartford,11 NORTHFIELD DR,134390,250000,0.5375,Residential,Single Family,1
200725,2020,3/18/2021,Danbury,22A VIRGINIA AV 3,106000,170000,0.6235,Residential,Condo,1
20663,2020,6/30/2021,East Hartford,7 ARBUTUS ST,88890,160000,0.5555,Residential,Single Family,1
200758,2020,3/22/2021,Greenwich,87 VALLEYWOOD ROAD,570220,2200000,0.2591,Residential,Single Family,1
200369,2020,12/15/2020,Greenwich,51 FOREST AVENUE UN63,462980,200000,2.3149,Residential,Condo,0
20149,2020,1/11/2021,Darien,52 BLUEBERRY LANE,874230,1320950,0.6618,Residential,Single Family,1
200239,2020,12/29/2020,Enfield,20 LITCHFIELD DR,135970,299900,0.453384461,Residential,Single Family,0
200200,2020,11/9/2020,Greenwich,1 MILBANK AVENUE UN1B,679070,1015000,0.669,Residential,Condo,0
200055,2020,2/9/2021,Goshen,160 HAGEMAN SHEAN ROAD,353980,850000,0.4164,Residential,Single Family,1
20003,2020,10/26/2020,Franklin,234 PLEASURE HILL RD,145270,175000,0.830114286,Residential,Single Family,0
200038,2020,11/24/2020,Canton,2 ORCHARD HILL ROAD,287870,435000,0.6617,Residential,Single Family,0
200562,2020,2/3/2021,Danbury,19  MILL RD,263600,415000,0.635180723,Residential,Single Family,1
200630,2020,7/23/2021,Groton,3 WATER ST UNIT 304,0,600000,0,Residential,Condo,1
200392,2020,7/12/2021,Avon,2 BRAMBLE BUSH,211790,375000,0.5647,Residential,Condo,1
200206,2020,7/6/2021,Litchfield,27 NEWTON RD,125600,310000,0.4051,Residential,Single Family,1
200348,2020,4/27/2021,Farmington,8 ESSEX CT,372800,535000,0.6968,Residential,Single Family,1
200975,2020,5/24/2021,Danbury,81 COALPIT HILL RD H,100900,165000,0.6115,Residential,Condo,1
200714,2020,7/14/2021,Enfield,30 LAURIE DR,101380,250000,0.4055,Residential,Single Family,1
20826,2020,6/1/2021,Hartford,56 EAST ST,57000,140000,0.4071,Residential,Single Family,1
200738,2020,9/1/2021,Branford,72 STANNARD AVE,203700,385000,0.529,Residential,Single Family,1
200989,2020,5/10/2021,Greenwich,100 STRICKLAND ROAD UN10,440370,785000,0.5609,Residential,Condo,1
200206,2020,12/23/2020,Groton,70 NOANK LEDYARD RD,112700,150500,0.748837209,Residential,Single Family,0
200003,2020,10/1/2020,Glastonbury,3039 MAIN ST,2011100,2300000,0.8743,Commercial,Nan,0
200076,2020,12/16/2020,Litchfield,NORTHFIELD RD,67700,117000,0.5786,Vacant Land,Nan,0
200139,2020,3/12/2021,East Haddam,136 DANIEL PECK RD,306410,525000,0.5836,Residential,Single Family,1
20435,2020,3/23/2021,East Hartford,207 MAIN ST,94070,191000,0.492513089,Residential,Single Family,1
200170,2020,1/28/2021,Avon,88 NEW ROAD,198700,322000,0.617,Residential,Single Family,1
20852,2020,6/8/2021,Hartford,820 PROSPECT AVE,211718,9000,23.5242,Residential,Single Family,1
200163,2020,4/5/2021,East Haddam,MAPLE AVE,2970,67000,0.0443,Vacant Land,Nan,1
200871,2020,6/3/2021,Bristol,27 VINCENT RD,101360,190000,0.5334,Residential,Single Family,1
2000367,2020,6/14/2021,Cheshire,15 MONARCH CT,125060,953159,0.1312,Residential,Single Family,1
200652,2020,8/17/2021,East Haven,5 SHORT BEACH RD,82250,215000,0.38255814,Residential,Single Family,1
21185,2002,8/13/2003,Milford,WAVERLY AVE,4550,2000,2.275,Nan,Nan,1
20426,2020,3/19/2021,East Hartford,9 ROSE ST,90680,95001,0.9545,Residential,Single Family,1
20662,2020,4/21/2021,Hartford,129 STANDISH ST,44975,80500,0.5586,Residential,Two Family,1
200687,2020,4/14/2021,Bristol,279 REDSTONE HILL RD UN 37B,40110,76000,0.5277,Residential,Condo,1
200497,2020,6/1/2021,East Haven,92 COE AVE,129370,235000,0.5505,Residential,Single Family,1
20051,2020,8/5/2021,Franklin,ROUTE 32,96450,125000,0.7716,Vacant Land,Nan,1
200042,2020,11/9/2020,Litchfield,1219 BANTAM RD,154010,299000,0.515,Residential,Single Family,0
200007,2020,10/27/2020,Chester,226-6 MIDDLESEX AVE,282450,537000,0.5259,Residential,Single Family,0
201420,2020,7/16/2021,Greenwich,33R ORCHARD STREET,577080,2199000,0.262428377,Residential,Single Family,1
